@relation 'Final_Train_Data_Weka-weka.filters.unsupervised.attribute.NumericToNominal-R3-5,10'

@attribute NEIGHBORHOOD {ARROCHAR,'ARROCHAR-SHORE ACRES',CONCORD,'CONCORD-FOX HILLS','DONGAN HILLS','DONGAN HILLS-COLONY','DONGAN HILLS-OLD TOWN','GRANT CITY',GRASMERE,'GREAT KILLS','GREAT KILLS-BAY TERRACE','GRYMES HILL','MIDLAND BEACH','NEW DORP','NEW DORP-BEACH','NEW DORP-HEIGHTS',OAKWOOD,OAKWOOD-BEACH,RICHMONDTOWN,'RICHMONDTOWN-LIGHTHS HILL',ROSEBANK,'SOUTH BEACH',STAPLETON,STAPLETON-CLIFTON,TOMPKINSVILLE,'TODT HILL'}
@attribute 'BUILDING CLASS CATEGORY' {'01 ONE FAMILY DWELLINGS','02 TWO FAMILY DWELLINGS'}
@attribute BLOCK {512,515,516,521,524,527,529,530,532,541,560,561,562,563,565,568,579,586,614,618,622,626,631,638,643,647,648,835,839,848,849,855,856,858,869,885,895,899,939,942,944,945,948,949,950,951,2248,2260,2270,2271,2277,2279,2281,2284,2287,2288,2306,2829,2834,2836,2837,2839,2840,2844,2848,2853,2854,2855,2856,2857,2859,2861,2866,2867,2873,2876,2879,2882,2897,2899,2902,2908,2912,2915,2922,2925,2930,2966,2969,2970,2973,2975,2982,2983,2985,2989,2993,3003,3004,3019,3023,3024,3034,3036,3038,3065,3066,3070,3072,3073,3075,3099,3102,3103,3104,3105,3106,3110,3111,3116,3121,3122,3123,3124,3155,3159,3163,3165,3167,3169,3171,3176,3183,3184,3191,3209,3221,3226,3228,3234,3237,3246,3249,3250,3251,3252,3254,3255,3268,3269,3270,3271,3272,3276,3277,3282,3284,3285,3293,3294,3295,3296,3301,3306,3315,3316,3317,3320,3321,3325,3331,3332,3333,3337,3343,3345,3348,3354,3361,3362,3371,3373,3375,3378,3379,3390,3391,3394,3395,3398,3400,3401,3406,3420,3478,3481,3491,3500,3530,3531,3535,3539,3540,3552,3553,3558,3560,3563,3565,3570,3571,3572,3573,3575,3577,3579,3583,3586,3589,3591,3594,3595,3598,3599,3604,3606,3608,3609,3610,3613,3616,3617,3620,3626,3628,3629,3633,3634,3635,3640,3641,3643,3646,3650,3651,3652,3655,3659,3660,3661,3667,3669,3673,3674,3679,3681,3682,3684,3685,3686,3687,3689,3698,3703,3707,3708,3709,3711,3712,3716,3717,3718,3721,3722,3728,3729,3730,3733,3734,3735,3739,3740,3744,3746,3791,3797,3798,3800,3804,3805,3808,3809,3810,3814,3815,3817,3818,3819,3821,3873,3882,3885,3887,3888,3960,4000,4017,4018,4019,4027,4029,4030,4031,4033,4041,4043,4046,4047,4049,4050,4051,4052,4054,4057,4058,4063,4064,4066,4068,4069,4071,4073,4074,4078,4083,4085,4087,4088,4089,4091,4093,4130,4131,4194,4197,4198,4202,4212,4213,4219,4220,4221,4223,4226,4228,4229,4233,4237,4239,4240,4245,4247,4248,4250,4253,4254,4262,4265,4267,4271,4273,4278,4289,4290,4298,4299,4300,4302,4305,4306,4310,4311,4315,4316,4327,4328,4332,4342,4343,4344,4347,4349,4359,4363,4369,4378,4394,4399,4400,4405,4411,4416,4420,4421,4431,4435,4436,4447,4465,4466,4467,4468,4474,4476,4477,4478,4645,4656,4657,4659,4661,4669,4672,4673,4674,4675,4676,4678,4679,4680,4682,4683,4684,4696,4697,4698,4705,4706,4708,4710,4712,4713,4716,4717,4719,4720,4723,4726,4728,4961,4972,4973,4975,5016,5018,5019,5020,5022,5023,5024,5025,5026,5027,5028,5030,5090,5093,5101,5103}
@attribute LOT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,77,78,79,81,82,84,86,87,88,89,90,92,93,94,96,97,99,100,104,106,107,108,110,112,115,116,117,120,121,123,126,128,132,133,136,140,141,142,143,144,145,150,152,156,157,158,163,165,168,170,172,173,177,183,188,189,195,199,202,212,217,226,233,235,255,257,260,266,267,274,277,278,302,315,338,364,368,373,382,403,405,407,410,412,415,417,430,432,434,436,445,451,473,476,478,488,566,601,615,618,620,652,737,769,828,908}
@attribute 'ZIP CODE' {10304,10305,10306}
@attribute 'RESIDENTIAL UNITS' numeric
@attribute 'COMMERCIAL UNITS' numeric
@attribute 'LAND SQUARE FEET' numeric
@attribute 'GROSS SQUARE FEET' numeric
@attribute 'YEAR BUILT' {1845,1899,1901,1905,1910,1915,1920,1925,1930,1931,1932,1935,1940,1945,1950,1955,1960,1963,1965,1966,1970,1972,1975,1976,1977,1978,1979,1980,1981,1982,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020}
@attribute 'BUILDING CLASS AT TIME OF SALE' {A2,A5,A1,B2,B1,A0,S2,B3,A3,B9,A9,A6,S1}
@attribute 'SALE PRICE ' {'Over Budget','Within Budget'}
@attribute 'SALE DATE' {Autumn,Spring,Summer,Winter}

@data
OAKWOOD,'01 ONE FAMILY DWELLINGS',4705,56,10306,1,0,8400,1040,1965,A2,'Over Budget',Spring
OAKWOOD,'01 ONE FAMILY DWELLINGS',4706,18,10306,1,0,4600,2000,1955,A1,'Over Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4708,19,10306,1,0,5000,2000,1994,A1,'Over Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4712,40,10306,1,0,5000,2655,1965,A2,'Over Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4712,45,10306,1,0,4700,864,1960,A2,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4713,25,10306,1,0,4000,960,1965,A2,'Within Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4716,19,10306,1,0,5100,1013,1955,A0,'Within Budget',Spring
OAKWOOD,'02 TWO FAMILY DWELLINGS',4271,7,10306,2,0,4300,2200,1960,B3,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4017,3,10306,1,0,4000,3015,2008,A1,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4019,21,10306,1,0,5000,1655,1925,A9,'Within Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4027,30,10306,1,0,5000,768,1960,A2,'Within Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4029,4,10306,1,0,4000,3265,2019,A3,'Over Budget',Spring
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4030,8,10306,1,0,3600,1767,1960,A1,'Over Budget',Spring
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4030,16,10306,1,0,1300,1200,2003,A5,'Within Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4673,1,10306,1,0,3688,1344,1996,A5,'Within Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4673,29,10306,1,0,1400,1816,1996,A5,'Within Budget',Spring
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4673,41,10306,1,0,1400,1816,1996,A5,'Within Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4674,23,10306,1,0,1300,1360,1996,A5,'Within Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4676,5,10306,1,0,4750,840,1950,A2,'Within Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,1,10306,1,0,5000,3337,2019,A3,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,2,10306,1,0,4000,2968,2019,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,3,10306,1,0,4000,3100,2019,A1,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,4,10306,1,0,4000,3100,2018,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,5,10306,1,0,3900,2968,2019,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,6,10306,1,0,3800,2716,2018,A1,'Over Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,7,10306,1,0,3800,2968,2018,A1,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,36,10306,1,0,4000,3100,2018,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,38,10306,1,0,3925,2968,2019,A1,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,39,10306,1,0,3800,2968,2019,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4678,41,10306,1,0,3800,2968,2019,A1,'Over Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4679,14,10306,1,0,3537,1787,2011,A5,'Within Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4679,35,10306,1,0,2400,1350,2001,A5,'Within Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4680,49,10306,1,0,1300,1360,1997,A5,'Within Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4682,117,10306,1,0,2500,1216,1975,A5,'Over Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4683,5,10306,1,0,4000,1092,1960,A2,'Within Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4717,61,10306,1,0,4000,1920,1960,A1,'Over Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4723,23,10306,1,0,2700,1152,1970,A5,'Within Budget',Summer
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4723,32,10306,1,0,2300,1152,1970,A5,'Within Budget',Winter
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4726,16,10306,1,0,5000,2200,2002,A1,'Over Budget',Autumn
OAKWOOD-BEACH,'01 ONE FAMILY DWELLINGS',4726,30,10306,1,0,2070,1440,1993,A5,'Within Budget',Spring
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4000,29,10306,2,0,3535,1482,1999,B9,'Over Budget',Autumn
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4669,30,10306,2,0,5000,2400,1966,B2,'Over Budget',Winter
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4675,18,10306,2,0,5000,2268,1965,B2,'Over Budget',Spring
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4676,27,10306,2,0,4000,2496,1965,B2,'Over Budget',Summer
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4684,8,10306,2,0,4040,2700,1899,B2,'Over Budget',Winter
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4726,9,10306,2,0,4400,2136,1970,B2,'Over Budget',Winter
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4726,18,10306,2,0,4100,2264,1975,B2,'Over Budget',Autumn
OAKWOOD-BEACH,'02 TWO FAMILY DWELLINGS',4728,50,10306,2,0,4500,1936,1970,B2,'Over Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2248,41,10306,1,0,9300,1700,1940,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,4,10306,1,0,7750,3428,2019,A3,'Over Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,10,10306,1,0,7849,3324,2019,A3,'Over Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,24,10306,1,0,6180,3369,2017,A1,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,28,10306,1,0,5509,3369,2017,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,60,10306,1,0,10254,3428,2019,A3,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,64,10306,1,0,7546,3210,2019,A3,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2260,66,10306,1,0,8815,3359,2019,A3,'Over Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2270,36,10306,1,0,4000,1992,1998,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2270,52,10306,1,0,6000,1697,1899,A1,'Over Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2271,51,10306,1,0,12000,2800,2000,A1,'Over Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2279,32,10306,1,0,6000,2800,2000,A3,'Over Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2281,144,10306,1,0,7560,2060,1965,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',2284,71,10306,1,0,5100,1692,1899,A1,'Within Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4315,28,10306,1,0,2816,1700,1970,A5,'Within Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4328,30,10306,1,0,3600,1480,1965,A5,'Within Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4328,44,10306,1,0,2756,1280,1965,A5,'Within Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4328,69,10306,1,0,2975,1560,1965,A5,'Within Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4332,45,10306,1,0,4644,1095,1960,A2,'Within Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4332,97,10306,1,0,6050,1118,1960,A2,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4347,112,10306,1,0,700,1050,1993,A5,'Within Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4378,24,10306,1,0,4062,1008,1960,A2,'Within Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4399,277,10306,1,0,4475,1092,1955,A2,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4400,45,10306,1,0,4003,1440,1960,A1,'Within Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4411,23,10306,1,0,4000,1700,1998,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4416,31,10306,1,0,4538,1928,1965,A1,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4420,61,10306,1,0,3875,1860,1988,A1,'Over Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4421,55,10306,1,0,4331,3288,1997,A1,'Over Budget',Spring
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4421,152,10306,1,0,4000,2736,1975,A1,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4421,183,10306,1,0,4400,2352,1970,A2,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4431,10,10306,1,0,6000,1800,1965,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4435,7,10306,1,0,8400,1800,1965,A2,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4435,16,10306,1,0,6400,2732,1965,A2,'Over Budget',Winter
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4467,3,10306,1,0,7980,1677,1960,A2,'Within Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4468,71,10306,1,0,3150,2374,2019,A1,'Over Budget',Autumn
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4468,72,10306,1,0,6398,2976,2019,A1,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4468,73,10306,1,0,6236,2976,2019,A1,'Over Budget',Summer
RICHMONDTOWN,'01 ONE FAMILY DWELLINGS',4468,74,10306,1,0,3150,2374,2019,A1,'Over Budget',Autumn
RICHMONDTOWN,'02 TWO FAMILY DWELLINGS',4315,16,10306,2,0,4080,1984,1965,B2,'Over Budget',Winter
RICHMONDTOWN,'02 TWO FAMILY DWELLINGS',4347,72,10306,2,0,4400,2232,1975,B2,'Over Budget',Winter
RICHMONDTOWN,'02 TWO FAMILY DWELLINGS',4467,15,10306,2,0,13280,2647,1915,B3,'Over Budget',Summer
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2277,1,10306,1,0,6250,4803,2019,A3,'Over Budget',Summer
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2287,64,10306,1,0,10000,1500,1950,A1,'Over Budget',Summer
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2287,74,10306,1,0,6000,925,1955,A2,'Over Budget',Spring
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2287,82,10306,1,0,7500,2200,1940,A1,'Over Budget',Autumn
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2288,6,10306,1,0,9000,2100,1955,A1,'Over Budget',Autumn
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2306,64,10306,1,0,6130,3870,2018,A3,'Over Budget',Winter
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2306,136,10306,1,0,7140,1176,1965,A2,'Over Budget',Autumn
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2306,278,10306,1,0,7938,2270,1970,A2,'Over Budget',Autumn
'RICHMONDTOWN-LIGHTHS HILL','01 ONE FAMILY DWELLINGS',2306,415,10306,1,0,8000,1482,1960,A0,'Over Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2829,22,10305,1,0,2500,1216,1960,A5,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2844,76,10305,1,0,2950,1344,1899,A1,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2848,21,10305,1,0,2500,1020,1910,A1,'Within Budget',Winter
ROSEBANK,'01 ONE FAMILY DWELLINGS',2854,13,10305,1,0,3025,1406,1901,A1,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2855,39,10305,1,0,2662,1010,1993,A5,'Within Budget',Winter
ROSEBANK,'01 ONE FAMILY DWELLINGS',2856,55,10305,1,0,3437,896,1991,A5,'Over Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2857,43,10305,1,0,7500,1352,1920,A1,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2859,142,10305,1,0,1784,1530,1992,A5,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2859,212,10305,1,0,1400,1648,1987,A5,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2861,3,10305,1,0,1497,1310,2012,A5,'Over Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2866,65,10305,1,0,3088,1561,2017,A5,'Over Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2969,2,10305,1,0,1625,1164,1915,A1,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2970,9,10305,1,0,1600,1000,1995,A5,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',2982,4,10305,1,0,1475,1688,1995,A5,'Within Budget',Spring
ROSEBANK,'01 ONE FAMILY DWELLINGS',2983,52,10305,1,0,7950,720,1955,A2,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2983,88,10305,1,0,2640,1344,1997,A5,'Within Budget',Spring
ROSEBANK,'01 ONE FAMILY DWELLINGS',2985,51,10305,1,0,1125,1060,1988,A5,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',2985,59,10305,1,0,450,1060,1988,A5,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',2989,4,10305,1,0,3000,1796,2019,A1,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',3003,22,10305,1,0,2310,1120,1975,A5,'Within Budget',Spring
ROSEBANK,'01 ONE FAMILY DWELLINGS',3004,1,10305,1,0,1877,1660,1989,A5,'Within Budget',Spring
ROSEBANK,'01 ONE FAMILY DWELLINGS',3019,13,10305,1,0,3000,1436,1925,A1,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',3023,52,10305,1,0,3515,1250,1970,A5,'Within Budget',Autumn
ROSEBANK,'01 ONE FAMILY DWELLINGS',3024,157,10305,1,0,3275,1148,1997,A5,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',3038,62,10305,1,0,5166,1214,1960,A2,'Over Budget',Winter
ROSEBANK,'01 ONE FAMILY DWELLINGS',3070,3,10305,1,0,1484,1825,1991,A5,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',3070,4,10305,1,0,2288,1825,1990,A5,'Within Budget',Summer
ROSEBANK,'01 ONE FAMILY DWELLINGS',3072,78,10305,1,0,2700,1368,1997,A5,'Over Budget',Autumn
ROSEBANK,'02 TWO FAMILY DWELLINGS',2853,23,10305,2,0,6250,1426,1920,B1,'Within Budget',Winter
ROSEBANK,'02 TWO FAMILY DWELLINGS',2859,61,10305,2,0,3300,1310,1999,B9,'Over Budget',Winter
ROSEBANK,'02 TWO FAMILY DWELLINGS',2966,20,10305,2,0,5000,1500,1915,B2,'Over Budget',Summer
ROSEBANK,'02 TWO FAMILY DWELLINGS',2973,38,10305,2,0,2500,1230,1910,B3,'Within Budget',Summer
ROSEBANK,'02 TWO FAMILY DWELLINGS',2975,36,10305,2,0,3133,1690,1985,B2,'Over Budget',Autumn
ROSEBANK,'02 TWO FAMILY DWELLINGS',2983,16,10305,2,0,5800,1976,1955,B2,'Over Budget',Winter
ROSEBANK,'02 TWO FAMILY DWELLINGS',3034,20,10305,2,0,3276,1760,1950,B2,'Over Budget',Spring
ROSEBANK,'02 TWO FAMILY DWELLINGS',3075,31,10305,2,0,4320,1828,1899,B2,'Over Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3110,81,10305,1,0,1600,1796,2000,A5,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3121,19,10305,1,0,5000,1360,1945,A1,'Within Budget',Winter
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3121,36,10305,1,0,11450,1950,1931,A1,'Over Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3122,188,10305,1,0,2132,1554,2003,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3123,82,10305,1,0,1350,1254,2000,A5,'Within Budget',Winter
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3124,315,10305,1,0,2760,1200,1986,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3124,405,10305,1,0,1025,1444,1999,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3237,3,10305,1,0,5000,1000,1960,A2,'Over Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3249,20,10305,1,0,4000,988,1950,A2,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3249,52,10305,1,0,4000,960,1950,A2,'Within Budget',Winter
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3250,51,10305,1,0,4600,1050,1950,A2,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3251,66,10305,1,0,4000,960,1955,A2,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3252,45,10305,1,0,3000,1380,2004,A1,'Over Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3254,9,10305,1,0,4000,825,1945,A2,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3255,15,10305,1,0,4000,1040,1950,A2,'Within Budget',Winter
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3255,23,10305,1,0,2000,1800,2001,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3268,5,10305,1,0,4000,814,1930,A2,'Within Budget',Winter
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3268,12,10305,1,0,4000,2025,1950,A1,'Over Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3270,71,10305,1,0,4000,1280,1930,A2,'Over Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3271,64,10305,1,0,2333,1230,1960,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3272,13,10305,1,0,2231,1960,1985,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3272,65,10305,1,0,4000,1112,1930,A2,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3276,12,10305,1,0,2000,560,1899,A2,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3276,43,10305,1,0,3880,1278,1899,A2,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3277,45,10305,1,0,2080,1020,1978,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3284,39,10305,1,0,4017,1980,1915,A1,'Over Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3348,53,10305,1,0,2000,1753,2005,A5,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3354,34,10305,1,0,3392,1610,1986,A1,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3361,115,10305,1,0,4515,1116,1960,A2,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3362,168,10305,1,0,4578,1124,1960,A2,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3371,6,10305,1,0,1383,780,1988,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3371,45,10305,1,0,2400,1170,1965,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3373,8,10305,1,0,2025,1827,2019,A5,'Over Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3375,11,10305,1,0,2400,1260,1991,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3375,45,10305,1,0,2269,1152,1975,A5,'Within Budget',Spring
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3378,77,10305,1,0,1470,1120,1990,A5,'Within Budget',Autumn
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3379,172,10305,1,0,1400,1120,1990,A5,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3390,28,10305,1,0,4560,1488,1920,A2,'Within Budget',Summer
'SOUTH BEACH','01 ONE FAMILY DWELLINGS',3390,43,10305,1,0,2398,1184,1975,A5,'Within Budget',Winter
